platename	platelabel	plateno	Property	label	RangeURI	required	format	concepturi	key	AutoKey
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXbpsys	4. BP systolic xxx/	xsd:int	required	nnn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXbpdia	4. BP diastolic /xxx	xsd:int	required	nnn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXbpqc	Blood Pressure	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXpulse	5. Pulse	xsd:int	required	nnn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXresp	6. Respirations	xsd:int	required	nn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXheent	7. HEENT	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXheenx	7. HEENT Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXneck	8. Neck	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXneckx	8. Neck Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXlymph	9. Lymph Nodes	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXlympx	9. Lymph Nodes Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXheart	10. Heart	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXhrtx	10. Heart Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXchest	11. Chest	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXchstx	11. Chest Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXabdom	12. Abdomen	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXabdox	12. Abdomen Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXextrm	13. Extremities	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXextrx	13. Extremities Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXneuro	14. Neurological	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXneurx	14. Neurological Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXskin	15. Skin	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXskinx	15. Skin Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXother	16. Other	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXothex	16. Other Notes	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXcemqc	Sx-directed eval deemed	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXcemh	17. Evaluation Summary	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXsign	Clinical signature/date	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXprdt	18. Date preg test done	xsd:dateTime	optional	DD/MMM/YY
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXpregt	18a. Preg. test result	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXcom	Comments	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	formlang	Form Language	xsd:string	required	nn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	sfdt_122	Staff Initials/Date	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRdt	Form Completion Date	xsd:dateTime	required	DD/MMM/YY
ENR-1	ENR-1: Enrollment	124	ENRsclab	1.Screening ID used?	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	scrnptid	1a.SCHARP Screening ID	xsd:string	optional	
ENR-1	ENR-1: Enrollment	124	protptid	1a.Other HVTN Prot. ID	xsd:string	optional	
ENR-1	ENR-1: Enrollment	124	ENRcouns	2a.Free counseling	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRhivt	2b.Free HIV tests	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRothrt	2c.Other tests/medical	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRfindv	2d.Help find vaccine	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRhprot	2e.Vaccine might protect	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRcomp	2f.Paid	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRhrsch	2g.Informed of research	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRbehav	2h.Avoid high-risk beh.	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRhlpcm	2i.Helping community	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENRknow	2j.Know someone/HIV	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	ENReffct	3.How effective vaccine?	xsd:string	required	
ENR-1	ENR-1: Enrollment	124	formlang	Form Language	xsd:string	required	nn
ENR-1	ENR-1: Enrollment	124	sfdt_124	Staff Initials/Date	xsd:string	required	
EVC-1	EVC-1: Enrollment Vaccination	125	EVCdt	1. Date of vaccination	xsd:dateTime	required	DD/MMM/YY
EVC-1	EVC-1: Enrollment Vaccination	125	EVCgroup	2. Enrollment group	xsd:string	required	
EVC-1	EVC-1: Enrollment Vaccination	125	EVCloc	3a. Location of injection	xsd:string	required	
EVC-1	EVC-1: Enrollment Vaccination	125	EVCtm	3b. Time of injection	xsd:string	required	nn:nn
EVC-1	EVC-1: Enrollment Vaccination	125	EVCadm	Injection administered by	xsd:string	required	
EVC-1	EVC-1: Enrollment Vaccination	125	formlang	Form Language	xsd:string	required	nn
EVC-1	EVC-1: Enrollment Vaccination	125	sfdt_125	Staff Initials/Date	xsd:string	required	
VAC-1	VAC-1: Post-enrollment Vaccination	135	VACgiven	1. Was vaccination given?	xsd:string	required	
VAC-1	VAC-1: Post-enrollment Vaccination	135	VACdt	2. Date of today's vacc.	xsd:dateTime	optional	DD/MMM/YY
VAC-1	VAC-1: Post-enrollment Vaccination	135	VACdelt	3a. Location of injection	xsd:string	optional	
VAC-1	VAC-1: Post-enrollment Vaccination	135	VACtm	3b.Time of injection	xsd:string	optional	nn:nn
VAC-1	VAC-1: Post-enrollment Vaccination	135	VACadmby	Injection administered by	xsd:string	optional	
VAC-1	VAC-1: Post-enrollment Vaccination	135	formlang	Form Language	xsd:string	required	nn
VAC-1	VAC-1: Post-enrollment Vaccination	135	sfdt_135	Staff Initials/Date	xsd:string	required	
APX-1	APX-1: Abbreviated Physical Exam	136	APXdt	Exam Date	xsd:dateTime	required	DD/MMM/YY
APX-1	APX-1: Abbreviated Physical Exam	136	APXwtkg	1. Weight	xsd:double	required	nnn
APX-1	APX-1: Abbreviated Physical Exam	136	APXwtqc	Weight QC	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXtempc	2. Body Temp	xsd:double	required	nn.n
APX-1	APX-1: Abbreviated Physical Exam	136	APXtemqc	Body Temp QC	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXbpsys	3. BP systolic xxx/	xsd:int	required	nnn
APX-1	APX-1: Abbreviated Physical Exam	136	APXbpdia	3. BP diastolic /xxx	xsd:int	required	nnn
APX-1	APX-1: Abbreviated Physical Exam	136	APXbpqc	Blood Pressure QC	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXpulse	4. Pulse	xsd:int	required	nnn
APX-1	APX-1: Abbreviated Physical Exam	136	APXresp	5. Respirations	xsd:int	required	nn
APX-1	APX-1: Abbreviated Physical Exam	136	APXheent	6. HEENT	xsd:string	required	
APX-1	APX-1: Abbreviated Physical Exam	136	APXheenx	6. HEENT Notes	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXneck	7. Neck	xsd:string	required	
APX-1	APX-1: Abbreviated Physical Exam	136	APXneckx	7. Neck Notes	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXlymph	8. Lymph Nodes	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXlympx	8. Lymph Nodes Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXheart	9. Heart	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXhrtx	9. Heart Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXchest	10. Chest	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXchstx	10. Chest Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXabdom	11. Abdomen	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXabdox	11. Abdomen Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXextrm	12. Extremities	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXextrx	12. Extremities Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXneuro	13. Neurological	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXneurx	13. Neurological Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXskin	14. Skin	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXskinx	14. Skin Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXother	15. Other	xsd:string	required
APX-1	APX-1: Abbreviated Physical Exam	136	APXothex	15. Other Notes	xsd:string	optional
APX-1	APX-1: Abbreviated Physical Exam	136	APXcemqc	Sx-directed eval deemed	xsd:string	optional	
APX-1	APX-1: Abbreviated Physical Exam	136	APXcemh	16. Evaluation Summary	xsd:string	required	
APX-1	APX-1: Abbreviated Physical Exam	136	APXsign	Clinician signature/date	xsd:string	required	
